"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"perjantai 15.4.2022 00:00";"4,61";"0,00";"2,20"
"perjantai 15.4.2022 01:00";"2,20";"0,00";"2,50"
"perjantai 15.4.2022 02:00";"1,48";"0,00";"2,30"
"perjantai 15.4.2022 03:00";"0,93";"0,00";"1,60"
"perjantai 15.4.2022 04:00";"1,05";"0,00";"1,00"
"perjantai 15.4.2022 05:00";"1,05";"0,00";"0,60"
"perjantai 15.4.2022 06:00";"1,05";"0,00";"0,20"
"perjantai 15.4.2022 07:00";"0,98";"0,00";"0,50"
"perjantai 15.4.2022 08:00";"0,73";"0,00";"1,30"
"perjantai 15.4.2022 09:00";"1,14";"0,00";"2,20"
"perjantai 15.4.2022 10:00";"0,00";"1,02";"3,40"
"perjantai 15.4.2022 11:00";"0,00";"1,57";"4,80"
"perjantai 15.4.2022 12:00";"0,00";"1,86";"5,70"
"perjantai 15.4.2022 13:00";"0,00";"2,00";"6,90"
"perjantai 15.4.2022 14:00";"0,00";"2,15";"7,50"
"perjantai 15.4.2022 15:00";"0,00";"1,99";"8,10"
"perjantai 15.4.2022 16:00";"0,00";"1,73";"8,90"
"perjantai 15.4.2022 17:00";"0,00";"1,15";"15,10"
"perjantai 15.4.2022 18:00";"0,11";"0,00";"12,30"
"perjantai 15.4.2022 19:00";"1,13";"0,00";"8,10"
"perjantai 15.4.2022 20:00";"1,37";"0,00";"6,40"
"perjantai 15.4.2022 21:00";"1,25";"0,00";"4,00"
"perjantai 15.4.2022 22:00";"1,19";"0,00";"2,80"
"perjantai 15.4.2022 23:00";"1,16";"0,00";"2,70"
"lauantai 16.4.2022 00:00";"0,51";"0,00";"2,40"
"lauantai 16.4.2022 01:00";"1,00";"0,00";"2,10"
"lauantai 16.4.2022 02:00";"1,04";"0,00";"1,40"
"lauantai 16.4.2022 03:00";"1,04";"0,00";"0,90"
"lauantai 16.4.2022 04:00";"1,05";"0,00";"0,10"
"lauantai 16.4.2022 05:00";"1,22";"0,00";"-0,20"
"lauantai 16.4.2022 06:00";"3,01";"0,00";"-0,20"
"lauantai 16.4.2022 07:00";"2,53";"0,00";"0,60"
"lauantai 16.4.2022 08:00";"1,10";"0,00";"1,60"
"lauantai 16.4.2022 09:00";"1,19";"0,00";"3,00"
"lauantai 16.4.2022 10:00";"0,00";"0,92";"4,80"
"lauantai 16.4.2022 11:00";"0,00";"0,93";"6,00"
"lauantai 16.4.2022 12:00";"0,00";"1,45";"6,70"
"lauantai 16.4.2022 13:00";"0,00";"2,18";"7,20"
"lauantai 16.4.2022 14:00";"0,00";"2,16";"8,10"
"lauantai 16.4.2022 15:00";"0,00";"2,21";"8,40"
"lauantai 16.4.2022 16:00";"0,00";"1,80";"9,50"
"lauantai 16.4.2022 17:00";"0,00";"0,43";"13,70"
"lauantai 16.4.2022 18:00";"0,13";"0,00";"9,60"
"lauantai 16.4.2022 19:00";"1,15";"0,00";"8,70"
"lauantai 16.4.2022 20:00";"1,08";"0,00";"5,90"
"lauantai 16.4.2022 21:00";"0,72";"0,00";"4,20"
"lauantai 16.4.2022 22:00";"0,73";"0,00";"3,50"
"lauantai 16.4.2022 23:00";"0,81";"0,00";"2,60"
"sunnuntai 17.4.2022 00:00";"3,81";"0,00";"1,90"
"sunnuntai 17.4.2022 01:00";"0,83";"0,00";"1,50"
"sunnuntai 17.4.2022 02:00";"1,04";"0,00";"1,00"
"sunnuntai 17.4.2022 03:00";"1,14";"0,00";"0,20"
"sunnuntai 17.4.2022 04:00";"1,16";"0,00";"-0,50"
"sunnuntai 17.4.2022 05:00";"1,19";"0,00";"-0,90"
"sunnuntai 17.4.2022 06:00";"2,52";"0,00";"-0,90"
"sunnuntai 17.4.2022 07:00";"2,83";"0,00";"0,90"
"sunnuntai 17.4.2022 08:00";"1,22";"0,00";"2,90"
"sunnuntai 17.4.2022 09:00";"0,23";"0,00";"4,10"
"sunnuntai 17.4.2022 10:00";"0,00";"0,44";"5,10"
"sunnuntai 17.4.2022 11:00";"0,00";"1,30";"6,40"
"sunnuntai 17.4.2022 12:00";"0,00";"0,46";"7,20"
"sunnuntai 17.4.2022 13:00";"0,00";"0,30";"8,10"
"sunnuntai 17.4.2022 14:00";"0,00";"0,85";"8,50"
"sunnuntai 17.4.2022 15:00";"0,00";"0,99";"9,50"
"sunnuntai 17.4.2022 16:00";"0,00";"1,68";"10,30"
"sunnuntai 17.4.2022 17:00";"0,00";"1,13";"20,60"
"sunnuntai 17.4.2022 18:00";"0,00";"0,21";"17,60"
"sunnuntai 17.4.2022 19:00";"0,74";"0,00";"10,10"
"sunnuntai 17.4.2022 20:00";"1,14";"0,00";"6,50"
"sunnuntai 17.4.2022 21:00";"0,65";"0,00";"4,40"
"sunnuntai 17.4.2022 22:00";"0,63";"0,00";"3,40"
"sunnuntai 17.4.2022 23:00";"0,79";"0,00";"2,70"
"maanantai 18.4.2022 00:00";"1,47";"0,00";"2,20"
"maanantai 18.4.2022 01:00";"1,03";"0,00";"1,60"
"maanantai 18.4.2022 02:00";"1,66";"0,00";"1,20"
"maanantai 18.4.2022 03:00";"1,05";"0,00";"0,90"
"maanantai 18.4.2022 04:00";"1,16";"0,00";"0,50"
"maanantai 18.4.2022 05:00";"3,03";"0,00";"0,20"
"maanantai 18.4.2022 06:00";"3,49";"0,00";"0,00"
"maanantai 18.4.2022 07:00";"2,58";"0,00";"0,90"
"maanantai 18.4.2022 08:00";"1,46";"0,00";"2,60"
"maanantai 18.4.2022 09:00";"0,83";"0,00";"4,20"
"maanantai 18.4.2022 10:00";"0,00";"0,87";"5,70"
"maanantai 18.4.2022 11:00";"0,00";"1,35";"7,20"
"maanantai 18.4.2022 12:00";"0,00";"1,99";"8,60"
"maanantai 18.4.2022 13:00";"0,00";"1,38";"9,70"
"maanantai 18.4.2022 14:00";"1,46";"0,00";"10,80"
"maanantai 18.4.2022 15:00";"2,26";"0,00";"12,40"
"maanantai 18.4.2022 16:00";"0,50";"0,00";"12,60"
"maanantai 18.4.2022 17:00";"0,00";"0,82";"17,40"
"maanantai 18.4.2022 18:00";"0,00";"0,23";"12,60"
"maanantai 18.4.2022 19:00";"0,98";"0,00";"9,70"
"maanantai 18.4.2022 20:00";"0,38";"0,00";"7,30"
"maanantai 18.4.2022 21:00";"0,43";"0,00";"5,40"
"maanantai 18.4.2022 22:00";"0,38";"0,00";"3,80"
"maanantai 18.4.2022 23:00";"0,65";"0,00";"3,10"
"tiistai 19.4.2022 00:00";"3,21";"0,00";"2,30"
"tiistai 19.4.2022 01:00";"1,61";"0,00";"1,80"
"tiistai 19.4.2022 02:00";"0,78";"0,00";"1,60"
"tiistai 19.4.2022 03:00";"0,93";"0,00";"1,40"
"tiistai 19.4.2022 04:00";"0,97";"0,00";"1,30"
"tiistai 19.4.2022 05:00";"3,25";"0,00";"1,10"
"tiistai 19.4.2022 06:00";"1,02";"0,00";"1,30"
"tiistai 19.4.2022 07:00";"2,62";"0,00";"2,70"
"tiistai 19.4.2022 08:00";"0,69";"0,00";"5,00"
"tiistai 19.4.2022 09:00";"0,00";"1,13";"6,60"
"tiistai 19.4.2022 10:00";"0,00";"1,93";"8,40"
"tiistai 19.4.2022 11:00";"0,00";"2,14";"10,00"
"tiistai 19.4.2022 12:00";"0,00";"2,58";"11,40"
"tiistai 19.4.2022 13:00";"0,00";"2,36";"12,70"
"tiistai 19.4.2022 14:00";"0,00";"1,17";"13,60"
"tiistai 19.4.2022 15:00";"0,00";"1,34";"14,50"
"tiistai 19.4.2022 16:00";"0,00";"1,69";"15,60"
"tiistai 19.4.2022 17:00";"0,00";"1,10";"25,10"
"tiistai 19.4.2022 18:00";"0,00";"0,26";"23,30"
"tiistai 19.4.2022 19:00";"0,60";"0,00";"16,00"
"tiistai 19.4.2022 20:00";"0,27";"0,00";"12,60"
"tiistai 19.4.2022 21:00";"0,54";"0,00";"9,50"
"tiistai 19.4.2022 22:00";"0,24";"0,00";"7,80"
"tiistai 19.4.2022 23:00";"0,20";"0,00";"6,30"
"keskiviikko 20.4.2022 00:00";"1,12";"0,00";"5,00"
"keskiviikko 20.4.2022 01:00";"1,19";"0,00";"4,30"
"keskiviikko 20.4.2022 02:00";"0,81";"0,00";"3,50"
"keskiviikko 20.4.2022 03:00";"0,69";"0,00";"2,70"
"keskiviikko 20.4.2022 04:00";"0,68";"0,00";"2,30"
"keskiviikko 20.4.2022 05:00";"0,67";"0,00";"2,00"
"keskiviikko 20.4.2022 06:00";"0,63";"0,00";"2,10"
"keskiviikko 20.4.2022 07:00";"0,71";"0,00";"3,80"
"keskiviikko 20.4.2022 08:00";"0,02";"0,00";"6,20"
"keskiviikko 20.4.2022 09:00";"0,00";"0,48";"8,30"
"keskiviikko 20.4.2022 10:00";"0,00";"1,23";"9,70"
"keskiviikko 20.4.2022 11:00";"0,00";"1,55";"10,70"
"keskiviikko 20.4.2022 12:00";"0,00";"2,47";"12,00"
"keskiviikko 20.4.2022 13:00";"0,00";"2,68";"13,20"
"keskiviikko 20.4.2022 14:00";"0,00";"1,99";"14,20"
"keskiviikko 20.4.2022 15:00";"0,00";"1,96";"15,10"
"keskiviikko 20.4.2022 16:00";"0,00";"0,56";"16,20"
"keskiviikko 20.4.2022 17:00";"0,00";"0,88";"22,30"
"keskiviikko 20.4.2022 18:00";"0,00";"0,27";"21,30"
"keskiviikko 20.4.2022 19:00";"0,56";"0,00";"16,20"
"keskiviikko 20.4.2022 20:00";"0,34";"0,00";"13,40"
"keskiviikko 20.4.2022 21:00";"0,46";"0,00";"11,40"
"keskiviikko 20.4.2022 22:00";"0,49";"0,00";"10,50"
"keskiviikko 20.4.2022 23:00";"0,22";"0,00";"9,70"
"torstai 21.4.2022 00:00";"0,21";"0,00";"8,70"
"torstai 21.4.2022 01:00";"0,66";"0,00";"7,80"
"torstai 21.4.2022 02:00";"0,70";"0,00";"6,90"
"torstai 21.4.2022 03:00";"0,72";"0,00";"5,90"
"torstai 21.4.2022 04:00";"0,70";"0,00";"5,40"
"torstai 21.4.2022 05:00";"0,71";"0,00";"5,50"
"torstai 21.4.2022 06:00";"0,70";"0,00";"5,60"
"torstai 21.4.2022 07:00";"0,72";"0,00";"6,40"
"torstai 21.4.2022 08:00";"0,23";"0,00";"7,60"
"torstai 21.4.2022 09:00";"0,00";"0,64";"8,80"
"torstai 21.4.2022 10:00";"0,00";"1,38";"10,20"
"torstai 21.4.2022 11:00";"0,00";"2,30";"11,40"
"torstai 21.4.2022 12:00";"0,00";"2,25";"12,70"
"torstai 21.4.2022 13:00";"0,00";"2,07";"13,80"
"torstai 21.4.2022 14:00";"0,00";"2,18";"14,90"
"torstai 21.4.2022 15:00";"0,00";"1,06";"15,50"
"torstai 21.4.2022 16:00";"0,00";"1,08";"16,90"
"torstai 21.4.2022 17:00";"0,00";"0,92";"25,80"
"torstai 21.4.2022 18:00";"0,00";"0,19";"25,00"
"torstai 21.4.2022 19:00";"0,79";"0,00";"16,90"
"torstai 21.4.2022 20:00";"1,02";"0,00";"13,60"
"torstai 21.4.2022 21:00";"0,47";"0,00";"11,70"
"torstai 21.4.2022 22:00";"0,24";"0,00";"10,00"
"torstai 21.4.2022 23:00";"0,26";"0,00";"8,00"
"perjantai 22.4.2022 00:00";"0,69";"0,00";"6,10"
"perjantai 22.4.2022 01:00";"3,62";"0,00";"4,80"
"perjantai 22.4.2022 02:00";"1,52";"0,00";"4,10"
"perjantai 22.4.2022 03:00";"1,72";"0,00";"3,50"
"perjantai 22.4.2022 04:00";"0,68";"0,00";"3,00"
"perjantai 22.4.2022 05:00";"1,90";"0,00";"2,70"
"perjantai 22.4.2022 06:00";"2,62";"0,00";"2,60"
"perjantai 22.4.2022 07:00";"1,63";"0,00";"4,20"
"perjantai 22.4.2022 08:00";"0,75";"0,00";"6,30"
"perjantai 22.4.2022 09:00";"0,00";"0,52";"8,00"
"perjantai 22.4.2022 10:00";"0,00";"1,92";"9,60"
"perjantai 22.4.2022 11:00";"0,00";"2,27";"10,90"
"perjantai 22.4.2022 12:00";"0,00";"2,55";"12,40"
"perjantai 22.4.2022 13:00";"0,00";"2,60";"13,40"
"perjantai 22.4.2022 14:00";"0,00";"1,86";"14,40"
"perjantai 22.4.2022 15:00";"0,00";"2,00";"15,30"
"perjantai 22.4.2022 16:00";"0,00";"1,49";"16,80"
"perjantai 22.4.2022 17:00";"0,00";"1,14";"26,40"
"perjantai 22.4.2022 18:00";"0,00";"0,29";"26,50"
"perjantai 22.4.2022 19:00";"0,35";"0,00";"18,00"
"perjantai 22.4.2022 20:00";"0,63";"0,00";"14,10"
"perjantai 22.4.2022 21:00";"0,52";"0,00";"10,60"
"perjantai 22.4.2022 22:00";"0,64";"0,00";"8,60"
"perjantai 22.4.2022 23:00";"0,81";"0,00";"7,80"
"lauantai 23.4.2022 00:00";"0,85";"0,00";"7,20"
"lauantai 23.4.2022 01:00";"0,84";"0,00";"6,30"
"lauantai 23.4.2022 02:00";"0,85";"0,00";"6,30"
"lauantai 23.4.2022 03:00";"0,86";"0,00";"7,70"
"lauantai 23.4.2022 04:00";"0,64";"0,00";"6,90"
"lauantai 23.4.2022 05:00";"0,43";"0,00";"6,00"
"lauantai 23.4.2022 06:00";"0,53";"0,00";"6,40"
"lauantai 23.4.2022 07:00";"0,60";"0,00";"7,00"
"lauantai 23.4.2022 08:00";"0,25";"0,00";"8,00"
"lauantai 23.4.2022 09:00";"1,19";"0,00";"8,80"
"lauantai 23.4.2022 10:00";"0,04";"0,00";"9,90"
"lauantai 23.4.2022 11:00";"0,00";"1,44";"10,20"
"lauantai 23.4.2022 12:00";"0,00";"0,26";"9,30"
"lauantai 23.4.2022 13:00";"0,13";"0,00";"10,20"
"lauantai 23.4.2022 14:00";"0,00";"0,92";"12,30"
"lauantai 23.4.2022 15:00";"0,00";"1,41";"13,10"
"lauantai 23.4.2022 16:00";"0,42";"0,00";"12,30"
"lauantai 23.4.2022 17:00";"0,62";"0,00";"12,50"
"lauantai 23.4.2022 18:00";"0,07";"0,00";"13,30"
"lauantai 23.4.2022 19:00";"0,22";"0,00";"11,20"
"lauantai 23.4.2022 20:00";"0,82";"0,00";"9,40"
"lauantai 23.4.2022 21:00";"0,32";"0,00";"8,40"
"lauantai 23.4.2022 22:00";"0,32";"0,00";"7,30"
"lauantai 23.4.2022 23:00";"0,24";"0,00";"6,30"
"sunnuntai 24.4.2022 00:00";"1,97";"0,00";"5,10"
"sunnuntai 24.4.2022 01:00";"2,28";"0,00";"4,30"
"sunnuntai 24.4.2022 02:00";"0,69";"0,00";"4,00"
"sunnuntai 24.4.2022 03:00";"4,61";"0,00";"4,60"
"sunnuntai 24.4.2022 04:00";"0,65";"0,00";"4,30"
"sunnuntai 24.4.2022 05:00";"0,72";"0,00";"3,40"
"sunnuntai 24.4.2022 06:00";"1,88";"0,00";"3,10"
"sunnuntai 24.4.2022 07:00";"2,21";"0,00";"3,70"
"sunnuntai 24.4.2022 08:00";"1,03";"0,00";"4,70"
"sunnuntai 24.4.2022 09:00";"0,00";"0,18";"5,40"
"sunnuntai 24.4.2022 10:00";"0,00";"1,69";"6,30"
"sunnuntai 24.4.2022 11:00";"0,00";"1,51";"7,60"
"sunnuntai 24.4.2022 12:00";"0,00";"2,36";"8,80"
"sunnuntai 24.4.2022 13:00";"0,00";"2,65";"10,10"
"sunnuntai 24.4.2022 14:00";"0,00";"1,93";"10,90"
"sunnuntai 24.4.2022 15:00";"0,00";"0,87";"11,80"
"sunnuntai 24.4.2022 16:00";"0,00";"1,20";"13,40"
"sunnuntai 24.4.2022 17:00";"4,78";"0,00";"21,70"
"sunnuntai 24.4.2022 18:00";"2,96";"0,00";"21,80"
"sunnuntai 24.4.2022 19:00";"1,05";"0,00";"13,70"
"sunnuntai 24.4.2022 20:00";"0,68";"0,00";"10,50"
"sunnuntai 24.4.2022 21:00";"0,30";"0,00";"8,90"
"sunnuntai 24.4.2022 22:00";"0,48";"0,00";"7,50"
"sunnuntai 24.4.2022 23:00";"0,33";"0,00";"6,60"
"maanantai 25.4.2022 00:00";"0,80";"0,00";"5,80"
"maanantai 25.4.2022 01:00";"0,75";"0,00";"4,90"
"maanantai 25.4.2022 02:00";"0,76";"0,00";"4,40"
"maanantai 25.4.2022 03:00";"0,70";"0,00";"3,90"
"maanantai 25.4.2022 04:00";"0,71";"0,00";"2,90"
"maanantai 25.4.2022 05:00";"0,70";"0,00";"2,40"
"maanantai 25.4.2022 06:00";"0,67";"0,00";"2,30"
"maanantai 25.4.2022 07:00";"0,75";"0,00";"3,20"
"maanantai 25.4.2022 08:00";"0,22";"0,00";"4,50"
"maanantai 25.4.2022 09:00";"0,00";"0,68";"6,00"
"maanantai 25.4.2022 10:00";"0,00";"1,07";"7,40"
"maanantai 25.4.2022 11:00";"0,00";"1,03";"8,60"
"maanantai 25.4.2022 12:00";"0,00";"2,62";"9,60"
"maanantai 25.4.2022 13:00";"0,00";"1,63";"10,70"
"maanantai 25.4.2022 14:00";"0,00";"1,97";"11,70"
"maanantai 25.4.2022 15:00";"0,00";"0,97";"12,60"
"maanantai 25.4.2022 16:00";"0,00";"1,16";"13,90"
"maanantai 25.4.2022 17:00";"0,00";"1,13";"22,80"
"maanantai 25.4.2022 18:00";"0,00";"0,26";"21,80"
"maanantai 25.4.2022 19:00";"0,35";"0,00";"14,30"
"maanantai 25.4.2022 20:00";"0,66";"0,00";"10,60"
"maanantai 25.4.2022 21:00";"0,43";"0,00";"8,30"
"maanantai 25.4.2022 22:00";"0,32";"0,00";"6,80"
"maanantai 25.4.2022 23:00";"2,64";"0,00";"5,70"
"tiistai 26.4.2022 00:00";"0,56";"0,00";"5,00"
"tiistai 26.4.2022 01:00";"0,68";"0,00";"4,50"
"tiistai 26.4.2022 02:00";"0,68";"0,00";"4,00"
"tiistai 26.4.2022 03:00";"0,69";"0,00";"3,60"
"tiistai 26.4.2022 04:00";"5,04";"0,00";"3,60"
"tiistai 26.4.2022 05:00";"2,55";"0,00";"3,00"
"tiistai 26.4.2022 06:00";"0,87";"0,00";"3,30"
"tiistai 26.4.2022 07:00";"3,22";"0,00";"4,30"
"tiistai 26.4.2022 08:00";"1,15";"0,00";"4,80"
"tiistai 26.4.2022 09:00";"0,00";"0,65";"5,70"
"tiistai 26.4.2022 10:00";"0,00";"1,87";"6,80"
"tiistai 26.4.2022 11:00";"0,00";"1,14";"8,00"
"tiistai 26.4.2022 12:00";"0,00";"0,56";"8,70"
"tiistai 26.4.2022 13:00";"0,00";"0,91";"9,00"
"tiistai 26.4.2022 14:00";"0,00";"1,26";"9,20"
"tiistai 26.4.2022 15:00";"0,00";"2,29";"9,50"
"tiistai 26.4.2022 16:00";"0,00";"1,65";"9,20"
"tiistai 26.4.2022 17:00";"0,00";"1,11";"8,20"
"tiistai 26.4.2022 18:00";"0,00";"0,19";"8,70"
"tiistai 26.4.2022 19:00";"0,89";"0,00";"7,90"
"tiistai 26.4.2022 20:00";"1,06";"0,00";"6,10"
"tiistai 26.4.2022 21:00";"0,30";"0,00";"4,40"
"tiistai 26.4.2022 22:00";"0,24";"0,00";"3,50"
"tiistai 26.4.2022 23:00";"0,77";"0,00";"2,70"
"keskiviikko 27.4.2022 00:00";"0,74";"0,00";"2,00"
"keskiviikko 27.4.2022 01:00";"5,04";"0,00";"1,90"
"keskiviikko 27.4.2022 02:00";"2,92";"0,00";"1,20"
"keskiviikko 27.4.2022 03:00";"3,04";"0,00";"0,20"
"keskiviikko 27.4.2022 04:00";"3,95";"0,00";"-0,40"
"keskiviikko 27.4.2022 05:00";"0,83";"0,00";"-0,80"
"keskiviikko 27.4.2022 06:00";"3,98";"0,00";"-0,60"
"keskiviikko 27.4.2022 07:00";"1,73";"0,00";"0,70"
"keskiviikko 27.4.2022 08:00";"0,00";"0,10";"1,90"
"keskiviikko 27.4.2022 09:00";"0,00";"1,29";"3,10"
"keskiviikko 27.4.2022 10:00";"0,00";"1,00";"4,40"
"keskiviikko 27.4.2022 11:00";"0,00";"0,37";"5,20"
"keskiviikko 27.4.2022 12:00";"0,00";"0,11";"6,00"
"keskiviikko 27.4.2022 13:00";"0,00";"0,96";"6,10"
"keskiviikko 27.4.2022 14:00";"0,00";"1,14";"6,60"
"keskiviikko 27.4.2022 15:00";"0,00";"0,03";"6,70"
"keskiviikko 27.4.2022 16:00";"0,00";"0,38";"7,80"
"keskiviikko 27.4.2022 17:00";"0,00";"0,76";"16,90"
"keskiviikko 27.4.2022 18:00";"0,24";"0,00";"17,70"
"keskiviikko 27.4.2022 19:00";"0,80";"0,00";"8,40"
"keskiviikko 27.4.2022 20:00";"0,89";"0,00";"4,90"
"keskiviikko 27.4.2022 21:00";"1,01";"0,00";"2,80"
"keskiviikko 27.4.2022 22:00";"0,92";"0,00";"1,40"
"keskiviikko 27.4.2022 23:00";"0,84";"0,00";"0,50"
"torstai 28.4.2022 00:00";"1,02";"0,00";"-0,20"
"torstai 28.4.2022 01:00";"3,81";"0,00";"-0,70"
"torstai 28.4.2022 02:00";"5,32";"0,00";"-1,40"
"torstai 28.4.2022 03:00";"5,48";"0,00";"-2,00"
"torstai 28.4.2022 04:00";"3,73";"0,00";"-2,50"
"torstai 28.4.2022 05:00";"2,84";"0,00";"-2,30"
"torstai 28.4.2022 06:00";"3,23";"0,00";"-1,70"
"torstai 28.4.2022 07:00";"1,41";"0,00";"0,10"
"torstai 28.4.2022 08:00";"0,36";"0,00";"1,40"
"torstai 28.4.2022 09:00";"0,00";"0,70";"3,60"
"torstai 28.4.2022 10:00";"0,00";"0,57";"4,90"
"torstai 28.4.2022 11:00";"0,00";"0,75";"5,40"
"torstai 28.4.2022 12:00";"0,00";"0,65";"5,30"
"torstai 28.4.2022 13:00";"0,00";"0,08";"5,10"
"torstai 28.4.2022 14:00";"0,00";"0,57";"5,40"
"torstai 28.4.2022 15:00";"0,21";"0,00";"5,80"
"torstai 28.4.2022 16:00";"0,00";"0,43";"6,80"
"torstai 28.4.2022 17:00";"0,00";"0,48";"14,60"
"torstai 28.4.2022 18:00";"0,47";"0,00";"9,40"
"torstai 28.4.2022 19:00";"0,67";"0,00";"6,80"
"torstai 28.4.2022 20:00";"0,51";"0,00";"6,10"
"torstai 28.4.2022 21:00";"0,55";"0,00";"4,80"
"torstai 28.4.2022 22:00";"0,56";"0,00";"3,20"
"torstai 28.4.2022 23:00";"2,71";"0,00";"2,30"
"perjantai 29.4.2022 00:00";"4,01";"0,00";"1,40"
"perjantai 29.4.2022 01:00";"1,40";"0,00";"0,90"
"perjantai 29.4.2022 02:00";"4,75";"0,00";"0,20"
"perjantai 29.4.2022 03:00";"2,39";"0,00";"-0,30"
"perjantai 29.4.2022 04:00";"2,36";"0,00";"-0,60"
"perjantai 29.4.2022 05:00";"3,39";"0,00";"-0,90"
"perjantai 29.4.2022 06:00";"0,80";"0,00";"-0,50"
"perjantai 29.4.2022 07:00";"1,77";"0,00";"0,90"
"perjantai 29.4.2022 08:00";"0,15";"0,00";"2,00"
"perjantai 29.4.2022 09:00";"0,00";"0,40";"3,30"
"perjantai 29.4.2022 10:00";"0,00";"1,20";"5,00"
"perjantai 29.4.2022 11:00";"0,22";"0,00";"5,80"
"perjantai 29.4.2022 12:00";"0,00";"0,84";"6,30"
"perjantai 29.4.2022 13:00";"0,00";"1,44";"6,90"
"perjantai 29.4.2022 14:00";"0,00";"0,75";"7,00"
"perjantai 29.4.2022 15:00";"0,00";"0,50";"7,50"
"perjantai 29.4.2022 16:00";"0,00";"0,72";"7,20"
"perjantai 29.4.2022 17:00";"0,00";"1,12";"14,70"
"perjantai 29.4.2022 18:00";"0,40";"0,00";"18,30"
"perjantai 29.4.2022 19:00";"0,83";"0,00";"9,20"
"perjantai 29.4.2022 20:00";"1,12";"0,00";"5,80"
"perjantai 29.4.2022 21:00";"1,17";"0,00";"3,80"
"perjantai 29.4.2022 22:00";"1,05";"0,00";"2,20"
"perjantai 29.4.2022 23:00";"2,04";"0,00";"1,10"
"lauantai 30.4.2022 00:00";"1,00";"0,00";"0,50"
"lauantai 30.4.2022 01:00";"3,26";"0,00";"-0,10"
"lauantai 30.4.2022 02:00";"4,42";"0,00";"-0,60"
"lauantai 30.4.2022 03:00";"1,60";"0,00";"-1,10"
"lauantai 30.4.2022 04:00";"5,21";"0,00";"-1,30"
"lauantai 30.4.2022 05:00";"5,35";"0,00";"-1,70"
"lauantai 30.4.2022 06:00";"4,21";"0,00";"-1,30"
"lauantai 30.4.2022 07:00";"0,86";"0,00";"1,10"
"lauantai 30.4.2022 08:00";"3,36";"0,00";"3,00"
"lauantai 30.4.2022 09:00";"0,37";"0,00";"4,50"
"lauantai 30.4.2022 10:00";"0,00";"0,59";"5,60"
"lauantai 30.4.2022 11:00";"0,00";"0,83";"7,00"
"lauantai 30.4.2022 12:00";"0,00";"2,67";"8,50"
"lauantai 30.4.2022 13:00";"0,00";"1,09";"8,30"
"lauantai 30.4.2022 14:00";"0,00";"1,10";"8,90"
"lauantai 30.4.2022 15:00";"0,00";"1,69";"10,60"
"lauantai 30.4.2022 16:00";"3,81";"0,00";"11,60"
"lauantai 30.4.2022 17:00";"2,83";"0,00";"11,10"
"lauantai 30.4.2022 18:00";"0,66";"0,00";"9,00"
"lauantai 30.4.2022 19:00";"0,91";"0,00";"8,20"
"lauantai 30.4.2022 20:00";"0,58";"0,00";"7,30"
"lauantai 30.4.2022 21:00";"0,35";"0,00";"5,20"
"lauantai 30.4.2022 22:00";"0,28";"0,00";"4,10"
"lauantai 30.4.2022 23:00";"0,29";"0,00";"4,10"
